,기업명,채용공고,위치,위치상세,태그,마감일,경력
0,매스어답션,프론트엔드 엔지니어 (React.js / 5년 이상),서울 성동구,서울시 성동구 아차산로9길 21 이레타워 2층,"자기계발지원,커피·스낵바,자유로운휴가,식대지원,유망산업,장비지원,인원급성장,50명이하,설립3년이하",2024.05.11,경력 5-7년
1,이지식스(엠블),[TADA] DevOps Engineer,서울 강남구,테헤란로20길 9 동궁빌딩 13층,"커피·스낵바,휴가비,보너스,유망산업,재택근무,연봉업계평균이상,50명이하,설립10년이상",상시채용,경력 5-8년
2,블루밍비트,React Native 모바일 앱 개발자 (3년 이상),서울 강남구,강남구 영동대로85길 38 (진성빌딩) 8층,"유망산업,워크샵,유급휴가,연봉업계평균이상,인원급성장,50명이하,설립3년이하",2024.05.31,경력 3-7년
3,카펜스트리트(에이콘3D),Frontend Engineer (5년 이상),서울 강남구,"서울 강남구 언주로93길 27 (4층), 카펜스트리트","식대지원,편의시설,스톡옵션,재택근무,장비지원,건강검진지원,커피·스낵바,연봉상위2~5%,51~300명,설립4~9년",상시채용,경력 5-8년
4,하우빌드,Frontend Engineer(5년 이상),서울 강남구,강남구 삼성동 테헤란로 625 덕명빌딩 16층,"사내동호회,식대지원,건강검진지원,커피·스낵바,재택근무,보너스,유급휴가,연봉상위1%,인원성장,51~300명,설립10년이상",상시채용,경력 5-12년
5,딥세일즈,프론트엔드 개발자 /5년 이상,서울 강남구,"강남구 테헤란로 518, 13층","유망산업,스톡옵션,커피·스낵바,식대지원,장비지원,인원급성장,50명이하,설립3년이하",상시채용,경력 5-10년
6,블루밍비트,백엔드 엔지니어(파이썬) (3년 이상),서울 강남구,강남구 영동대로85길 38 (진성빌딩) 8층,"유망산업,워크샵,유급휴가,연봉업계평균이상,인원급성장,50명이하,설립3년이하",2024.05.31,경력 3-7년
7,에스제이에이치스튜디오,클라이언트 개발자,서울 ,재택,"유급휴가,자기계발지원,식대지원,건강검진지원,커피·스낵바,재택근무,연봉상위2~5%,인원급성장,50명이하,설립4~9년",상시채용,경력 1-7년
8,씨엘모빌리티,"AI연구소 AI 개발 연구 (딥러닝, 강화학습 분야)",서울 강남구,서울특별시 강남구 강남대로 318 타워837 8층,"커피·스낵바,자기계발지원,건강검진지원,복지포인트,유연근무,유망산업,연봉업계평균이상,인원급성장,51~300명,퇴사율 6~10%,설립10년이상",2024.06.06,경력 2-7년
9,비큐에이아이,서비스개발본부 백엔드개발팀 (3년 이상),서울 중구,"중구 퇴계로 385 (흥인동) 준타워 5,6,9층","리프레시휴가,유망산업,건강검진지원,51~300명,설립10년이상",상시채용,경력 3-7년
10,팀프레시,[100억↑투자] 아키텍처팀 아키텍트 담당자,서울 강남구,서울특별시 강남구 논현동 236-14 (서울 강남구 봉은사로 37길 7-9),"사내동호회,유연근무,커피·스낵바,식대지원,자기계발지원,연봉상위11~20%,301~1,000명,설립4~9년",상시채용,경력 3-9년
11,리노셈,기업부설연구소 연구원,경기 ,"부천시 오정구 삼작로133번길 54, 2층","워크샵,커피·스낵바,건강검진지원,식대지원,사내동호회,보너스,자기계발지원,연봉상위6~10%,50명이하,설립10년이상",상시채용,경력 3-15년
12,브로드씨엔에스,AI Cloud service 웹 개발자,서울 구로구,"서울 구로구 디지털로 243 1208~1210호(구로동, 지하이시티)","유망산업,커피·스낵바,주35시간,건강검진지원,사내동호회,편의시설,자유로운휴가,연봉상위11~20%,51~300명,설립10년이상",2024.05.12,경력 5-10년
13,라이프시맨틱스,ML Researcher,서울 강남구,"강남구 언주로 533, 라이프시맨틱스빌딩","커피·스낵바,편의시설,유연근무,자기계발지원,장비지원,건강검진지원,유망산업,연봉상위11~20%,인원급성장,51~300명,설립10년이상",상시채용,경력 3-10년
14,넥스원소프트,프론트엔드 개발 (4년 이상),서울 강남구,"서울특별시 강남구 학동로 158, 3층 303호","유연근무,복지포인트,건강검진지원,휴가비,식대지원,연봉상위11~20%,인원급성장,50명이하,설립3년이하",상시채용,경력 4-10년
15,이글루코퍼레이션,보안솔루션 기술지원 엔지니어 (1년 이상),서울 송파구,서울 송파구 문정동 정의로 8길 7 한스빌딩 ㈜이글루코퍼레이션,"유연근무,단체보험,사내동호회,통신비,유망산업,연봉상위11~20%,인원급성장,1,001~10,000명,설립10년이상",2024.05.30,경력 1-2년
16,케이아이티원,전자정부 Web/Java 개발리더 (팀장급),서울 마포구,"서울시 마포구 마포대로 127, 507호","복지포인트,유연근무,보너스,설립4~9년",2024.08.01,경력 10-15년
17,법틀,SW 웹(Back-End / Front) PL개발자 (5년 이상 ~ 7년 이하),서울 성동구,"성동구 아차산로17길 49 데시앙플렉스 901,902호","자율복장,유연근무,식대지원,사내동호회,커피·스낵바,연봉업계평균이상,인원급성장,50명이하,설립4~9년",2024.05.31,경력 5-7년
18,알티올,WCS 개발 프로젝트 및 디지털 트윈 프로젝트 PL,인천 연수구,"인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동1101호, 1601호","식대지원,커피·스낵바,보너스,출산휴가,연봉상위6~10%,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",2024.07.31,경력 5-15년
19,올거나이즈코리아(Allganize Korea),Engineering Director,서울 강남구,"서울시 강남구 테헤란로8길 16, 지희빌딩 8층","커피·스낵바,장비지원,자기계발지원,건강검진지원,유망산업,연봉상위2~5%,인원급성장,50명이하,설립4~9년",2024.05.30,경력 7-25년
20,그린카,Mobile파트 매니저,서울 강남구,"서울특별시 강남구 테헤란로 70길 16, 동산빌딩 6층","편의시설,유연근무,통신비,건강검진지원,자율복장,커피·스낵바,자기계발지원,연봉상위2~5%,인원급성장,51~300명,설립10년이상",상시채용,경력 3-4년
21,인젠트,[플랫폼 사업실] 자사솔루션 구축 및 유지보수 개발자,서울 영등포구,서울특별시 영등포구 국제금융로2길36 (여의도동) 9층 유화빌딩,"유연근무,건강검진지원,육아휴직,자기계발지원,연봉상위6~10%,51~300명,설립10년이상",2024.05.10,경력 1-10년
22,플래티어,[그루비 SaaS 솔루션] 데이터사이언스팀 리더,서울 송파구,서울시 송파구 법원로9길 26 H Business Park D동 6층,"유망산업,장비지원,편의시설,커피·스낵바,식대지원,사내동호회,유연근무,연봉상위1%,인원급성장,51~300명,설립10년이상",상시채용,경력 5-15년
23,보로노이,신약개발 인공지능 연구원 (3년이상),인천 연수구,연수구 송도과학로 32 IT센터,"유망산업,연봉상위1%,인원급성장,51~300명,설립4~9년",상시채용,경력 3-10년
24,포디리플레이코리아,Web Front-end Development,경기 성남시,"경기도 성남시 분당구 황새울로200번길 26, 1층 (N타워가든빌딩)","자기계발지원,통신비,사내동호회,유연근무,커피·스낵바,편의시설,보너스,식대지원,건강검진지원,스톡옵션,연봉상위2~5%,50명이하,설립10년이상",상시채용,경력 2-4년
25,넷트루컨설팅그룹(netrue),금융권 프론트엔드 & 퍼블리싱,서울 마포구,서울특별시 마포구 양화로 81 패스트파이브 합정점,"자기계발지원,식대지원,의료비지원,연봉업계평균이상,인원급성장,51~300명,설립10년이상",2024.05.31,경력 3-15년
26,자이온아이티에스,프론트엔드 React 개발자,서울 서초구,서울특별시 서초구 반포대로22길 39 4층,"커피·스낵바,식대지원,유망산업,통신비,인원급성장,50명이하,설립10년이상",상시채용,경력 4-10년
27,비큐에이아이,서비스개발본부 미디어데이터팀 백엔드개발자 (주니어),서울 중구,"중구 퇴계로 385 (흥인동) 준타워 5,6,9층","리프레시휴가,유망산업,건강검진지원,51~300명,설립10년이상",상시채용,경력 1-3년
28,단디코리아,ASP.NET MVC5,서울 금천구,서울시 금천구 가산디지털1로 212,"보너스,연봉업계평균이상,50명이하,설립10년이상",상시채용,경력 5-10년
29,비에프에이아이,글로벌 AI 마켓플레이스 FE/BE 개발자 - 코파운더급,서울 ,"재택, 하이브리드","스톡옵션,커피·스낵바",상시채용,경력 3-15년
30,쎄듀,프론트엔드 개발자 (5년 이상),서울 강남구,"서울시 강남구 논현로 305, 쎄듀타워 3층","커피·스낵바,자기계발지원,연봉업계평균이상,인원급성장,51~300명,설립10년이상",상시채용,경력 5-10년
31,카테노이드,Technical Account Manager(TAM),서울 강남구,서울시 강남구 봉은사로 502 삼하빌딩 4층 5층,"건강검진지원,휴가비,복지포인트,커피·스낵바,유급휴가,편의시설,연봉상위6~10%,51~300명,설립10년이상",2024.05.31,경력 7-15년
32,에프앤유신용정보(F&U신용정보),IT AICC 개발자 (5년이상),서울 마포구,서울특별시 마포구 마포대로 144,"의료비지원,자기계발지원,통신비,유망산업,연봉업계평균이상,인원급성장,1,001~10,000명,설립10년이상",2024.06.18,경력 5-12년
33,셰어라운드,프론트엔드 개발자,서울 종로구,"서울특별시 종로구 종로 6, 광화문우체국 5층 셰어라운드(주) / 5호선 광화문역 1분 거리","유연근무,커피·스낵바,자기계발지원,설립4~9년",상시채용,경력 5-10년
34,인터엑스,"[서울] AI Researcher (언어모델, LLM, NLP)",서울 금천구,서울 금천구 가산디지털1로 171 가산SKV1 센터 1001호,"유망산업,사내동호회,자율복장,보너스,유연근무,전문연구요원,연봉상위11~20%,인원급성장,51~300명,설립4~9년",상시채용,경력 2-7년
35,신한카드,HR시스템 개발,서울 중구,서울 중구 을지로 100,"연봉상위1%,인원성장,퇴사율 6~10%,설립10년이상,1,001~10,000명",2024.05.11,경력 5-8년
36,알티올,물류자동화 설비 시스템 CS(유지보수),인천 연수구,"인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동1101호, 1601호","식대지원,커피·스낵바,보너스,출산휴가,연봉상위6~10%,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",2024.07.31,경력 8-15년
37,미니레코드,인공지능 음성 합성(TTS) 전문가,서울 송파구,서울특별시 송파구 송파대로 558 월드타워빌딩 6F 미니레코드,"커피·스낵바,식대지원,스톡옵션,장비지원,유망산업,인원급성장,50명이하,설립10년이상",상시채용,경력 1-5년
38,울랄라랩,산업데이터 플랫폼 JAVA 개발자 (5년 이상),경기 ,"경기도 안양시 동안구 엘에스로 112, 4층","스톡옵션,유급휴가,커피·스낵바,식대지원,사내동호회,휴가비,보너스,인원급성장,50명이하,설립10년이상",2024.05.31,경력 5-10년
39,어니컴,Javascript Library 개발 - Web Agent Engineer,서울 용산구,"용산구 두텁바위로 21, 어니컴빌딩 4층","자기계발지원,커피·스낵바,인원급성장,301~1,000명,설립10년이상",상시채용,경력 4-10년
40,북아이피스,웹 프론트엔드 엔지니어 (Studio),서울 서초구,서초구 사옥 1703-8 KR 서울특별시 서초구 서초동 스매치,"커피·스낵바,재택근무,유연근무,식대지원,자기계발지원,건강검진지원,유망산업,연봉상위11~20%,인원급성장,50명이하,설립3년이하",상시채용,경력 5-10년
41,웜블러드,풀스택 웹 개발자 (Python/Django),서울 강남구,"서울특별시 강남구 강남대로 364, 17층 (미왕빌딩)","건강검진지원,워크샵,유연근무,연봉상위2~5%,인원급성장,50명이하,설립3년이하",상시채용,경력 3-8년
42,래티스,Lead Backend Developer,서울 강남구,"서울시 강남구 선릉로 551, 1층 (역삼동, 새롬빌딩)","커피·스낵바,식대지원,장비지원",상시채용,경력 7-15년
43,비주얼신,Deep Learning Engineer,서울 강남구,서울 강남구 선릉로 578 태정빌딩 8층,"편의시설,복지포인트,유연근무,장비지원,연봉상위6~10%,50명이하,설립4~9년",2024.05.15,경력 3-7년
44,드랩,[드랩아트] ML 엔지니어,서울 강남구,강남구 역삼로 180 (마루 180),"재택근무,스톡옵션",상시채용,경력 3-15년
45,북아이피스,웹 프론트엔드 엔지니어 (Studio),서울 서초구,서초구 사옥 1703-8 KR 서울특별시 서초구 서초동 스매치,"커피·스낵바,재택근무,유연근무,식대지원,자기계발지원,건강검진지원,유망산업,연봉상위11~20%,인원급성장,50명이하,설립3년이하",상시채용,경력 5-10년
46,씨에스엠17,"NestJS, Python 백엔드 개발자",서울 금천구,"서울특별시 금천구 가산디지털1로 171, 713호","자기계발지원,식대지원,커피·스낵바,유연근무,장비지원,연봉상위2~5%,인원급성장,50명이하,설립4~9년",상시채용,경력 3-10년
47,알티엠,Senior Data Scientist (이미지 데이터)_5년 이상,서울 강남구,서울시 강남구 역삼로3길 11 광성빌딩 10층,"스톡옵션,식대지원,유망산업,커피·스낵바,복지포인트,연봉상위2~5%,50명이하,설립4~9년",상시채용,경력 5-12년
48,대홍기획,백엔드 개발자 (인프라 구축 또는 설계),서울 중구,서울 중구 통일로 10,"편의시설,의료비지원,대출지원,통신비,건강검진지원,리프레시휴가,복지포인트,유망산업,연봉상위1%,301~1,000명,설립10년이상",상시채용,경력 6-10년
49,에이지엘,글로벌 실시간 예약 GDS 테크 기술 개발자 (.NET),서울 광진구,"서울시 광진구 아차산로392, JNC center 사옥 1-6층","식대지원,자기계발지원,편의시설,워크샵,연봉상위1%,인원급성장,51~300명,설립4~9년",상시채용,경력 5-15년
50,파더스랩,프론트엔드 개발자(5년이상),서울 강남구,"서울특별시 강남구 언주로 540, 4층","커피·스낵바,편의시설,자기계발지원,육아휴직,건강검진지원,장비지원,연봉상위11~20%,인원급성장,50명이하,퇴사율5%이하,설립3년이하",2024.05.31,경력 5-10년
51,알서포트(Rsupport),프론트엔드 개발자 (5년 이상),서울 송파구,"서울 송파구 위례성대로 10 (방이동, 에스-타워)","편의시설,커피·스낵바,자기계발지원,재택근무,연봉상위1%,301~1,000명,설립10년이상",2024.05.31,경력 5-15년
52,노타(Nota),AI Research Engineer (EdgeFM팀),서울 강남구,서울특별시 강남구 테헤란로 521 파르나스 타워 16층,"유연근무,커피·스낵바,재택근무,유망산업,전문연구요원,설립4~9년",2024.05.31,경력 2-5년
53,투와이(인버즈),"개발 리더 (풀스택, 8년 이상)",서울 서초구,서울특별시 서초구 태봉로 114 (AI 양재 허브),"스톡옵션,인원급성장,50명이하,설립3년이하",2024.05.12,경력 8-10년
54,메멘토에이아이,백엔드 개발자 (FastAPI),서울 서초구,서울시 서초구 서초대로77길 55,"식대지원,커피·스낵바,신규포지션",상시채용,경력 1-9년
55,플랫포스,풀스택 5년 이상,서울 종로구,종로구 인사동5길 25 하나로빌딩 403호,"건강검진지원,유연근무,식대지원,커피·스낵바,설립4~9년",2024.06.28,경력 5-6년
56,디플래닉스(Dplanex),Data Scientist (10년 이상),서울 서초구,서울특별시 서초구 강남대로 465 교보타워 B동 4층,"건강검진지원,유연근무,통신비,연봉상위2~5%,인원급성장,50명이하,설립3년이하",상시채용,경력 10-15년
57,아이포트폴리오,SW 개발 조직 리더(팀장급),서울 중구,"서울특별시 중구 남대문로 9길 24, 11층 (다동, 패스트파이브 타워)","장비지원,휴가비,보너스,재택근무,커피·스낵바,연봉상위11~20%,51~300명,설립10년이상",상시채용,경력 5-20년
58,오브젝트컴퍼니,백엔드 개발자,서울 마포구,서울시 마포구 월드컵북로5길 51,"자기계발지원,커피·스낵바,유급휴가,보너스,복지포인트,식대지원,연봉업계평균이상,인원급성장,50명이하,설립4~9년",상시채용,경력 5-20년
59,네비웍스,프론트엔드 개발자 (3년 이상),경기 ,경기도 안양시 동안구 부림로170번길 41-18,"주차지원,유망산업,연봉업계평균이상,51~300명,설립10년이상",상시채용,경력 3-15년
60,에이젠글로벌,ML Engineer,서울 영등포구,서울특별시 영등포구 은행로 30 (여의도동) 중소기업중앙회 8층,"유망산업,스톡옵션,연봉상위2~5%,인원급성장,50명이하,설립4~9년",2024.06.30,경력 3-5년
61,코너스페이스,Ai엔진 개발,경기 용인시,"경기도 용인시 수지구 광교중앙로296번길 10, 207호 (상현동)",유망산업,상시채용,경력 3-8년
62,엔젤스윙,Engineering Team Lead,서울 서초구,드림플러스 강남점 14층 (강남역 인근),"유연근무,워크샵,연봉상위6~10%,50명이하,설립4~9년",상시채용,경력 8-18년
63,에버엑스,AI 리서치 엔지니어,서울 서초구,서울 서초구 서리풀길 29-7,"커피·스낵바,워크샵,유연근무,연봉업계평균이상,인원급성장,50명이하,설립4~9년",상시채용,경력 2-9년
64,오나인솔루션즈코리아,Technical Consultant,서울 강남구,영동대로 417,"연봉상위1%,51~300명,설립4~9년",상시채용,경력 10-15년
65,폴라리스에이아이,사업수행팀 프로젝트 GPT웹 프론트엔드 개발,서울 서초구,"서울시 서초구 서운로 19, 서초월드빌딩 4층","자기계발지원,복지포인트,유망산업,연봉상위2~5%,인원급성장,51~300명,퇴사율 6~10%,설립10년이상,신규포지션",2024.05.15,경력 4-8년
66,베어로보틱스코리아,Software Test Automation Engineer,서울 성동구,서울 성동구 성수일로 10,"건강검진지원,자기계발지원,보너스,커피·스낵바,유망산업,설립4~9년",2024.05.31,경력 1-10년
67,넥스트컬쳐,웹개발자 (3년 이상),서울 강남구,서울특별시 강남구 선릉로 513 APEXTOWER 14층,"유연근무,커피·스낵바,식대지원,건강검진지원,편의시설,보너스,연봉업계평균이상,50명이하,설립4~9년",2024.07.31,경력 3-10년
68,11시11분,광고 플랫폼 개발자(팀 리더급),서울 강남구,서울특별시 강남구 테헤란로 4길 28,"사내동호회,커피·스낵바,자기계발지원,리프레시휴가,유연근무,연봉상위11~20%,50명이하,설립10년이상",상시채용,경력 10-15년
69,씨제이대한통운(CJ대한통운),[TES물류기술연구소] SW 개발/운영 (이커머스),서울 종로구,"서울 종로구 종로5길 7, CJ대한통운","자기계발지원,편의시설,식대지원,사내동호회,의료비지원,연봉상위1%,인원성장,1,001~10,000명,퇴사율 6~10%,설립10년이상",상시채용,경력 5-12년
70,앵커스,JAVA 웹개발자 (7-10년),서울 마포구,"마포구 양화로 125, 9/10층","의료비지원,사내동호회,커피·스낵바,통신비,자기계발지원,식대지원,보너스,복지포인트,연봉상위11~20%,인원급성장,51~300명,설립4~9년",상시채용,경력 7-10년
71,아이알큐더스,"[개발] 웹크롤링(스크래핑) SW엔지니어(Python, JAVA)",서울 영등포구,서울 영등포구 국제금융로8길 2 농협문화복지재단 14층 (여의도동),"건강검진지원,유연근무,식대지원,커피·스낵바,편의시설,자기계발지원,휴가비,연봉상위11~20%,인원급성장,51~300명,설립10년이상",상시채용,경력 3-5년
72,파수,딥러닝 개발,서울 마포구,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 6층/17층,"커피·스낵바,리프레시휴가,자기계발지원,식대지원,대출지원,건강검진지원,휴가비,복지포인트,유망산업,연봉상위2~5%,51~300명,설립10년이상",상시채용,경력 3-10년
73,어크로스비,이커머스 물류 플랫폼 Senior Frontend Developer,서울 서초구,서초구 태봉로 114 AI양재허브 (한국교총회관) 815호,"스톡옵션,전문연구요원,커피·스낵바,식대지원,자기계발지원,장비지원,연봉상위11~20%,인원급성장,50명이하,설립4~9년",상시채용,경력 5-25년
74,카테노이드,웹 개발자 (5년 이상),서울 강남구,서울시 강남구 봉은사로 502 삼하빌딩 4층 5층,"건강검진지원,휴가비,복지포인트,커피·스낵바,유급휴가,편의시설,연봉상위6~10%,51~300명,설립10년이상",2024.06.30,경력 5-10년
75,스탠바이랩,프론트엔드 엔지니어 (3년 이상),서울 강남구,서울특별시 강남구 테헤란로77길 14 ES타워 1101호,"자유로운휴가,자기계발지원,유연근무,식대지원,커피·스낵바,산업기능요원,인원급성장,50명이하,설립4~9년",2024.05.31,경력 3-10년
76,펑타이그레이터차이나(피티코리아),스크립터,서울 서초구,(06241) 서울 강남구 강남대로 372 FINE TOWER - 신분당선 강남 에서 200m 이내,"건강검진지원,식대지원,통신비,유연근무,자기계발지원,보너스,연봉상위6~10%,인원급성장,301~1,000명,설립10년이상",2024.05.19,경력 5-10년
77,디오비스튜디오,웹/앱 서비스 기획자,서울 마포구,"마포구 동교로154, 2층","자기계발지원,편의시설,유연근무,커피·스낵바,단체보험,건강검진지원,유망산업,자율복장,연봉업계평균이상,인원급성장,50명이하,설립4~9년",2024.05.10,경력 5-8년
78,엔에스원소프트,백엔드 개발자(5-10년),서울 강남구,"강남구 학동로 107, 더 퍼스트 빌딩 4층","장비지원,보너스,건강검진지원,자기계발지원,식대지원,워크샵,편의시설,커피·스낵바,유연근무,단체보험,연봉상위2~5%,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",상시채용,경력 5-10년
79,씨어스테크놀로지,의료기기 알고리즘 개발자,경기 성남시,"경기도 성남시 분당구 황새울로 246, B동 5층(수내동, 도담빌딩)","건강검진지원,사내동호회,자유로운휴가,커피·스낵바,자기계발지원,식대지원,연봉상위2~5%,인원급성장,51~300명,설립10년이상",상시채용,경력 3-5년
80,젠스타메이트,Back-end Engineer (5년 이상),서울 중구,서울시 중구 을지로5길 16,"의료비지원,건강검진지원,사내동호회,커피·스낵바,장비지원,연봉상위1%,51~300명,설립10년이상",상시채용,경력 5-10년
81,케이알엠,[로봇연구소] 로봇 관제 서비스 백엔드 개발자,서울 강남구,강남구 봉은사로33길24 케이알엠빌딩,"커피·스낵바,장비지원,식대지원,건강검진지원,연봉상위1%,인원급성장,50명이하,설립10년이상",상시채용,경력 4-10년
82,플라잎,Deep Learning Engineer(전문연구요원 가능),경기 성남시,성남시 분당구 대왕판교로 660 유스페이스,"유망산업,자기계발지원,식대지원,유연근무,보너스,커피·스낵바,전문연구요원,연봉업계평균이상,50명이하,설립4~9년",2024.05.10,경력 3-5년
83,휴스테이션,"Frontend/Backend, Full-stack 개발자 (10년 이상)",서울 마포구,서울 마포구 마포대로86,"커피·스낵바,자기계발지원,식대지원,연봉업계평균이상,인원급성장,50명이하,설립4~9년",상시채용,경력 10-20년
84,이그레브,시니어 풀스택 개발자,서울 마포구,"마포구 양화로 147 (동교동, 아일렉스)",,상시채용,경력 7-20년
85,엔에스원소프트,프론트엔드/웹 개발자 (4~10년 이상),서울 강남구,"강남구 학동로 107, 더퍼스트빌딩 4층","장비지원,보너스,건강검진지원,자기계발지원,식대지원,워크샵,편의시설,커피·스낵바,유연근무,단체보험,연봉상위2~5%,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",상시채용,경력 4-10년
86,이모티브,머신러닝연구원(ML Researcher),서울 강남구,"서울시 강남구 테헤란로 86길 14, 7~8층","건강검진지원,커피·스낵바,유급휴가,인원급성장,50명이하,설립4~9년",상시채용,경력 2-8년
87,휴톰,프론트엔드 개발자(3년 이상),서울 마포구,서울특별시 마포구 독막로 279 상장회사회관 6층,"유망산업,건강검진지원,커피·스낵바,복지포인트,보너스,유연근무,장비지원,자유로운휴가,연봉상위11~20%,인원급성장,51~300명,설립4~9년",상시채용,경력 3-10년
88,로민,백엔드 엔지니어,서울 서초구,"서울 서초구 방배천로2길 10, 7층","유망산업,유연근무,휴가비,커피·스낵바,유급휴가,재택근무,연봉상위6~10%,인원급성장,50명이하,설립4~9년",2024.05.31,경력 5-15년
89,스트리미(Streami),Data Intelligence and AML Tech,서울 강남구,"논현동 192-19, 12층","건강검진지원,식대지원,유망산업,커피·스낵바,유연근무,재택근무,장비지원,자기계발지원,연봉상위2~5%,51~300명,설립4~9년",상시채용,경력 3-7년
90,버터플라잉,프론트엔드 개발,서울 송파구,"송파구 법원로8길 13, 문정헤리움써밋 507호","자기계발지원,유연근무,휴가비,보너스,건강검진지원,스톡옵션,설립3년이하",상시채용,경력 4-7년
91,네비웍스,IT Infrastructure Management (4년 이상),경기 ,경기도 안양시 동안구 부림로170번길 41-18,"주차지원,유망산업,연봉업계평균이상,51~300명,설립10년이상",2024.05.10,경력 4-15년
92,태경엠텍,데이터 수집 서버 개발자,경기 광명시,경기도 광명시 오리로651번길 8 현대테라타워 광명,"커피·스낵바,보너스,자율복장",2024.06.30,경력 1-10년
93,캐낸다,백엔드 개발자/머신러닝 엔지니어,서울 강남구,서울특별시 강남구,"인원급성장,50명이하,설립3년이하",상시채용,경력 5-10년
94,인터엑스,"[서울] AI Researcher (언어모델, LLM, NLP) (병역특례한정)",서울 금천구,서울 금천구 가산디지털1로 171 가산SKV1 센터 1001호,"유망산업,사내동호회,자율복장,보너스,유연근무,전문연구요원,연봉상위11~20%,인원급성장,51~300명,설립4~9년",상시채용,경력 2-7년
95,휴가중,Django 백엔드 개발자 (5년 이상),서울 마포구,마포구 백범로 31길 21 서울창업허브 공덕,"스톡옵션,커피·스낵바,장비지원,재택근무,자유로운휴가,편의시설,50명이하,설립3년이하",상시채용,경력 5-15년
96,티온네트워크,PHP웹개발자,서울 강남구,"서울시 강남구 강남대로456, 14층(역삼동, 한석타워)","건강검진지원,자기계발지원,식대지원,연봉상위2~5%,50명이하,설립10년이상",상시채용,경력 1-5년
97,오케스트로,Full Stack Developer (VMware Platform),서울 영등포구,"서울특별시 영등포구 여의도동 국제금융로 52 6,7층","자기계발지원,자유로운휴가,건강검진지원,식대지원,유망산업,연봉업계평균이상,인원급성장,301~1,000명,설립4~9년",상시채용,경력 3-10년
98,포디리플레이코리아,C/C++ Application Development (5년 이상),경기 성남시,"경기도 성남시 분당구 황새울로200번길 26, 1층 (N타워가든빌딩)","자기계발지원,통신비,사내동호회,유연근무,커피·스낵바,편의시설,보너스,식대지원,건강검진지원,스톡옵션,연봉상위2~5%,50명이하,설립10년이상",상시채용,경력 5-10년
99,프라이데이즈랩(Retentics),백엔드 개발자,서울 서초구,서초구 강남대로 53길 8,"유망산업,유연근무,커피·스낵바,유급휴가,식대지원,연봉업계평균이상,50명이하,설립3년이하",상시채용,경력 3-6년
100,코딧(CODITCorp.),웹 크롤링(스크래핑) 개발자 (3년 이상),서울 강남구,"서울시 강남구 봉은사로 465, 8층","자유로운휴가,커피·스낵바,보너스,장비지원,편의시설,스톡옵션,50명이하,설립4~9년,연봉상위11~20%",상시채용,경력 3-20년
101,섹타나인,[프론트엔드] 해피페이카드,서울 강남구,"서울시 강남구 논현로 201, SPC2023",,상시채용,경력 5-10년
102,아르고스아이덴티티코리아,프론트엔드 개발자 (팀장급),서울 강남구,서울특별시 강남구 강남대로160길 12 용호빌딩 6층,"자유로운휴가,식대지원,유망산업,보너스,자기계발지원,연봉상위2~5%,50명이하,설립4~9년",상시채용,경력 7-15년
103,지엔터프라이즈,Sr. Front-end Engineer,서울 강남구,강남구 테헤란로 507(위워크 삼성역) 9층,"건강검진지원,커피·스낵바,연봉상위6~10%,인원급성장,51~300명,설립4~9년",상시채용,경력 4-10년
104,래피드글로벌,프론트엔드 개발자 (React) (6년 이상),서울 강남구,"서울 강남구 대치동 942-15, 디아이타워 6층","유연근무,커피·스낵바,식대지원,설립3년이하",2024.05.31,경력 5-10년
105,클라우드앤,풀스택 개발자,서울 금천구,"서울특별시 금천구 범안로1126, 1307호","연봉상위11~20%,인원급성장,50명이하,퇴사율 6~10%,설립4~9년",상시채용,경력 2-4년
106,어니스트펀드,CSS솔루션 매니저,서울 강남구,"서울특별시 강남구 선릉로93길 40, 나라키움 역삼 A빌딩 6층","건강검진지원,유망산업,설립4~9년",상시채용,경력 3-15년
107,딥세일즈,"백엔드 개발자 Node.js, Python/5년 이상",서울 강남구,"강남구 테헤란로 518, 13층","유망산업,스톡옵션,커피·스낵바,식대지원,장비지원,인원급성장,50명이하,설립3년이하",상시채용,경력 5-10년
